ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0030055	cell-substrate junction	27/1270	214/28829	0.126168224299065	2.86401869158878	5.87540304879798	9.3629369631726e-07	0.00032125237325478	0.000238547253906039	Actn4/Adam17/Ajuba/Cav1/Cib2/Cttn/Dag1/Dmd/Eppk1/Flrt2/Flrt3/Hck/Ilk/Itga11/Limd1/Lims1/Myh9/Nox4/Pak1/Prag1/Sh3kbp1/Shc1/Sorbs1/Syne2/Tek/Tes/Tns2	27
GO:0000228	nuclear chromosome	33/1270	295/28829	0.111864406779661	2.53932203389831	5.70474918822085	9.96131389937304e-07	0.00032125237325478	0.000238547253906039	Ccnb1ip1/Cpsf6/Dhx9/Dmap1/E2f1/Exosc9/Gins3/Hcfc1/Hmga2/Ing1/Mcm2/Mlh3/Ncapg2/Ogt/Parp1/Pola1/Pola2/Polb/Pold3/Pole2/Prim2/Psmc3ip/Rpa1/Rsph1/Sap30l/Slx4/Smarca4/Smc1a/Srcap/Srsf2/Swi5/Topbp1/Wdhd1	33
GO:0016607	nuclear speck	41/1270	438/28829	0.0936073059360731	2.12488584474886	5.09251775622047	5.36140406918154e-06	0.00113795181065684	0.000844990736595452	Adgrd1/Alyref/Cbx4/Ccnb3/Chd5/Cpsf6/Csnk1a1/Eaf1/Eaf2/Epas1/Foxo4/Glis2/Mbd1/Meox2/Ncapg2/Nek6/Nono/Nr3c1/Nrde2/Nxt1/Pacsin2/Pcbp1/Pias2/Prkaa1/Prkaa2/Prx/Pspc1/Ptprh/Rfxap/Rmi2/Sde2/Setd1a/Sf3a1/Sfmbt2/Sgk1/Snrnp70/Son/Srrm2/Srsf2/Tcim/U2af1l4	41
GO:0090575	RNA polymerase II transcription regulator complex	28/1270	254/28829	0.110236220472441	2.50236220472441	5.16268678879914	8.47831882687414e-06	0.00113795181065684	0.000844990736595452	Cbfb/Ccnh/Chd4/Creb3/Deaf1/E2f1/Fos/Fosl1/Gtf2b/Gtf2h5/Hlf/Hmga1/Med10/Med11/Med16/Med8/Mxd4/Myb/Ncoa2/Nono/Pou2f1/Rfx5/Rfxap/Smad1/Taf13/Taf9b/Tcf7l2/Tle3	28
GO:0005925	focal adhesion	24/1270	200/28829	0.12	2.724	5.25202228050837	8.82133186555692e-06	0.00113795181065684	0.000844990736595452	Actn4/Adam17/Ajuba/Cav1/Cttn/Dag1/Flrt2/Flrt3/Hck/Ilk/Itga11/Limd1/Lims1/Myh9/Nox4/Pak1/Prag1/Sh3kbp1/Shc1/Sorbs1/Syne2/Tek/Tes/Tns2	24
GO:0005819	spindle	40/1270	435/28829	0.0919540229885057	2.08735632183908	4.90546987523786	1.05896545845954e-05	0.001138387867844	0.000845314532629981	Ankfn1/Ccdc69/Cdc7/Cenpv/Cep250/Cep295/Cep85/Cntrl/Csnk1a1/Cttn/Fbf1/Fmn2/Haus8/Iqcb1/Katnal1/Katnb1/Klhl42/Mbip/Mis12/Myh10/Myh9/Ndel1/Nek6/Nme7/Nr3c1/Numa1/Nup62/Parp4/Polb/Ptp4a1/Rps6ka2/Rsph1/Sirt2/Smc1a/Sncg/Spata17/Topbp1/Tubgcp5/Wdr73/Zw10	40
GO:0098982	GABA-ergic synapse	21/1270	172/28829	0.122093023255814	2.77151162790698	5.00230604512652	2.41996955835184e-05	0.00222982909305277	0.0016557686451881	Abhd6/Adra1a/Ap3m2/Cacna2d1/Clstn3/Dag1/Dmd/Drd2/Erbb4/Erc1/Gad1/Grm8/Gucy1a1/Kctd12/Lrrtm4/Nrxn1/Ogt/Pak1/Sh3kbp1/Sst/Sumo2	21
GO:0005938	cell cortex	34/1270	366/28829	0.092896174863388	2.10874316939891	4.58256415138148	3.85101070862167e-05	0.0028140158228391	0.00208955887293642	Actn4/Arf6/Arhgap32/Calb2/Cav1/Cep85/Cib2/Clip4/Cttn/Cttnbp2/Dbnl/Dmtn/Epn3/Erc1/Fmn2/Gad1/Insc/Myh10/Myh9/Myzap/Nedd4/Numa1/Osr1/Pfn1/Phldb1/Rims4/Spire1/Sptbn4/Stil/Stimate/Stox1/Trpc4/Unc13b/Wasl	34
GO:0099568	cytoplasmic region	33/1270	351/28829	0.094017094017094	2.13418803418803	4.58945658892714	3.92653370628711e-05	0.0028140158228391	0.00208955887293642	Ap3m2/Bbs5/Ccdc113/Cfap36/Cfap43/Cntrl/Dnah3/Dnal1/Dnhd1/Dync2h1/Dync2li1/Erc1/Grik3/Hydin/Insc/Iqub/Lca5l/Ndel1/Nme5/Nme7/Numa1/Pacrg/Phldb1/Ranbp1/Ribc2/Rims4/Rsph1/Spag17/Spag6/Spata7/Spg7/Tmem67/Unc13b	33
GO:0043235	receptor complex	37/1270	416/28829	0.0889423076923077	2.01899038461538	4.49402615186053	4.56278947105359e-05	0.00294299920882957	0.00218533600982041	Abhd6/Acvr2a/Ahr/Ahrr/Bmpr1a/Calcrl/Ceacam1/Chrne/Cnih3/Drd2/Erbb4/Grid2/Grik1/Grik3/Grik4/Il12rb2/Il13ra2/Il31ra/Insr/Itga11/Itga4/Kctd12/Kit/Loxl4/Lrp5/Lrrtm4/Osmr/Plxdc1/Plxna1/Plxnd1/Ptprb/Ramp2/Skap1/Stxbp5/Tek/Tnfrsf11b/Trpv3	37
GO:0016324	apical plasma membrane	41/1270	484/28829	0.0847107438016529	1.92293388429752	4.395744392464	5.52362806849813e-05	0.00323885464016481	0.00240502466140349	Abcc2/Adam17/Adgrg2/Akap7/Atp6v0d2/Atp6v1b1/Cav1/Cd55/Ceacam1/Ceacam5/Ctsb/Dram2/Eps15/F2rl2/Fat1/Frmd6/Gp2/Kcne4/Kcnk1/Mpdz/Muc1/Myh9/Nox4/Osmr/Prkaa1/Prkaa2/Ptprh/Slc12a1/Slc15a1/Slc22a5/Slc26a9/Slc29a1/Slc31a1/Slc39a14/Slc43a1/Slc46a1/Slc9a1/Tek/Trpa1/Trpm6/Vangl2	41
GO:0043073	germ cell nucleus	15/1270	110/28829	0.136363636363636	3.09545454545455	4.7268010148417	9.74457960912176e-05	0.00496802715401922	0.00368902873125867	Ccnh/Ctcf/Dnmt1/Fbxo43/Gtf2b/Hmga1/Hmga2/Mlh3/Prmt5/Rpa1/Smarca4/Tcfl5/Topbp1/Tsn/Zmynd15	15
