ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0045211	postsynaptic membrane	24/467	406/28829	0.0591133004926108	3.649202012637	6.89827345388712	6.47916191917288e-08	2.68237303453757e-05	2.11425283678273e-05	Adgrb3/Adgrl2/Adra2a/Cacna1e/Cacng5/Cntn2/Epha4/Gabrd/Gabrr1/Grid1/Grin1/Itga3/Itgb4/Kcnd3/Kcnn2/Lpar1/Lrrc4/Lrrtm3/Nrg1/Nsg2/Pcdh8/Plxnb1/Slc16a7/Snap91	24
GO:0098685	Schaffer collateral - CA1 synapse	13/467	151/28829	0.0860927152317881	5.31470425571139	6.82122456108868	1.18237861449634e-06	0.000244752373200743	0.000192914405523088	Adrb1/Baiap2/Bcr/Cdc42/Cplx1/Epha4/Ina/Lrrc4/Pcdh8/Prss12/Slc16a7/Snap91/Syt11	13
GO:0014069	postsynaptic density	23/467	463/28829	0.0496760259179266	3.0666170260983	5.75239526230418	2.47066660096274e-06	0.000267197113279878	0.000210605403297132	Ablim1/Adgrb3/Adra2a/Als2/Baiap2/Bcr/Cacng5/Cpeb3/Eef2k/Epha4/Grid1/Grin1/Ina/Lrrc4/Lrrtm3/Nrg1/Nsg2/Pip5k1c/Rbmx/Rgs14/Slc16a7/Snap91/Syt11	23
GO:0043197	dendritic spine	16/467	243/28829	0.065843621399177	4.06468043108538	6.15614595641162	2.58161462106162e-06	0.000267197113279878	0.000210605403297132	Abl2/Als2/Baiap2/Bcr/Cdc42/Eef2k/Epha4/Grin1/Kcnd3/Kcnn2/Lpar1/Lrrc4/Ntsr1/Ophn1/Rgs14/Syt11	16
GO:0044309	neuron spine	16/467	248/28829	0.0645161290322581	3.98273122884576	6.05338815106951	3.35684982809165e-06	0.000277947165765989	0.000219078620359666	Abl2/Als2/Baiap2/Bcr/Cdc42/Eef2k/Epha4/Grin1/Kcnd3/Kcnn2/Lpar1/Lrrc4/Ntsr1/Ophn1/Rgs14/Syt11	16
GO:0032279	asymmetric synapse	23/467	487/28829	0.0472279260780287	2.91549010900105	5.47049238912344	5.68518479104972e-06	0.000392277750582431	0.000309194260565862	Ablim1/Adgrb3/Adra2a/Als2/Baiap2/Bcr/Cacng5/Cpeb3/Eef2k/Epha4/Grid1/Grin1/Ina/Lrrc4/Lrrtm3/Nrg1/Nsg2/Pip5k1c/Rbmx/Rgs14/Slc16a7/Snap91/Syt11	23
GO:0060076	excitatory synapse	10/467	105/28829	0.0952380952380952	5.8792699092485	6.42723684466423	8.26493589408209e-06	0.000452735258334973	0.000356847012671857	Adgrb3/Baiap2/Grin1/Itga3/Lrrc4/Slc16a7/Slc17a6/Snap91/Srpx2/Syt11	10
GO:0031253	cell projection membrane	20/467	396/28829	0.0505050505050505	3.1177946488439	5.4452442825555	8.74850740743908e-06	0.000452735258334973	0.000356847012671857	Adcy6/Anpep/Bbs1/Cdc42/Cdhr2/Dlc1/Eps8l3/Gna12/Gpr37l1/Grin1/Hcn2/Itga3/Myo1d/Pde9a/Pip5k1c/Ptprj/Slc34a1/Slc5a1/Slc9c1/Txndc15	20
GO:0031252	cell leading edge	22/467	484/28829	0.0454545454545455	2.80601518395951	5.14165719659549	1.63674679030071e-05	0.000738874565566114	0.000582382698513845	Abl2/Ablim1/Als2/Arfip2/Baiap2/Cdc42/Ctnna3/Dlc1/Eps8l3/Grin1/Hcn2/Itgb4/Limk1/Myo1d/Pde9a/Pecam1/Pip5k1c/Pstpip1/Ptprj/Scyl3/Sh3rf1/Wipf1	22
GO:0043235	receptor complex	20/467	416/28829	0.0480769230769231	2.96790067534179	5.18786379128938	1.78472117286501e-05	0.000738874565566114	0.000582382698513845	Acvr1b/Adra2a/Arnt/Cacng5/Chuk/Gabrd/Gabrr1/Gpr37/Gpr37l1/Gpr63/Grin1/Il6ra/Itga3/Itgae/Itgb4/Lepr/Plxnb1/Taok2/Traf4/Vwc2l	20
GO:0044306	neuron projection terminus	14/467	231/28829	0.0606060606060606	3.74135357861268	5.36785139167628	2.74117300872903e-05	0.000985202439291175	0.000776538917315698	Adra2a/Baiap2/Calm1/Casr/Cngb1/Cplx1/Epha4/Grin1/Ntsr1/Ophn1/Prss12/Slc18a2/Snap91/Syt11	14
GO:0150034	distal axon	20/467	430/28829	0.0465116279069767	2.87127135102834	5.01668397045361	2.85565924432225e-05	0.000985202439291175	0.000776538917315698	Adra2a/Als2/Cables1/Calm1/Casr/Cngb1/Cplx1/Epha4/Gprin1/Grin1/Itga3/Limk1/Ntsr1/Ophn1/Orai2/Prss12/Slc18a2/Snap91/Syt11/Taok2	20
GO:0043679	axon terminus	13/467	209/28829	0.062200956937799	3.83981025173407	5.28719005092859	4.03351159201972e-05	0.00128451830699705	0.00101246039961629	Adra2a/Calm1/Casr/Cngb1/Cplx1/Epha4/Grin1/Ntsr1/Ophn1/Prss12/Slc18a2/Snap91/Syt11	13
GO:0098839	postsynaptic density membrane	11/467	158/28829	0.069620253164557	4.29782072479874	5.33373502695205	5.70077057500635e-05	0.00162104973293398	0.00127771527386101	Adgrb3/Adra2a/Cacng5/Epha4/Grid1/Grin1/Lrrc4/Lrrtm3/Nrg1/Nsg2/Slc16a7	11
GO:0042383	sarcolemma	12/467	187/28829	0.0641711229946524	3.96143320088401	5.21336755348823	5.87336859758688e-05	0.00162104973293398	0.00127771527386101	Adcy6/Ahnak/Akap6/Anxa8/Capn3/Des/Dtna/Kcnd3/Kcnn2/Pde9a/Scn1b/Sgcd	12
GO:0099634	postsynaptic specialization membrane	12/467	200/28829	0.06	3.70394004282655	4.92386612652774	0.00011162207614774	0.00288822122032277	0.00227650286880259	Adgrb3/Adra2a/Cacng5/Epha4/Grid1/Grin1/Kcnd3/Lrrc4/Lrrtm3/Nrg1/Nsg2/Slc16a7	12
GO:0098982	GABA-ergic synapse	11/467	172/28829	0.063953488372093	3.94799810766396	4.97591934983957	0.000122113710543042	0.0029114149273889	0.00229478420414584	Adra2a/Baiap3/Cacna1e/Cdh13/Gabrd/Gabrr1/Grid1/Kcnd3/Lpar1/Nrg1/Nxph1	11
