ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0035456	response to interferon-beta	7/303	77/28928	0.0909090909090909	8.67926792679268	6.94200643324097	1.65803457490232e-05	0.0456989021914851	0.04248398988869	F830016B08Rik/Gbp3/Igtp/Ikbke/Oas1b/Oas1g/Xaf1	7
GO:0019395	fatty acid oxidation	8/303	121/28928	0.0661157024793388	6.31219485584922	6.02445729474483	4.26912444265893e-05	0.0456989021914851	0.04248398988869	Acad10/Acox3/Adh7/Cyp4f13/Cyp4v3/Decr1/Fmo1/Ppargc1a	8
GO:0044282	small molecule catabolic process	14/303	376/28928	0.0372340425531915	3.55480654448424	5.13019578302108	4.86849100051333e-05	0.0456989021914851	0.04248398988869	Aass/Acad10/Acox3/Acsf3/Adh7/Afmid/Cubn/Cyp4f13/Decr1/Dhdh/Galk1/Gck/Hk1/Urad	14
GO:0034440	lipid oxidation	8/303	129/28928	0.062015503875969	5.92074091130043	5.76284467946064	6.72932680636864e-05	0.0473744607168352	0.0440416730722074	Acad10/Acox3/Adh7/Cyp4f13/Cyp4v3/Decr1/Fmo1/Ppargc1a	8
GO:1901857	positive regulation of cellular respiration	4/303	24/28928	0.166666666666667	15.9119911991199	7.51904267383873	0.000106271085134042	0.0598518751474927	0.0556413028901818	Oas1b/Oas1g/Pink1/Prelid1	4
GO:0140888	interferon-mediated signaling pathway	7/303	111/28928	0.0630630630630631	6.02075342669402	5.45263295241863	0.000173031518936122	0.0615967470256803	0.0572634232404556	Igtp/Ikbke/Oas1b/Oas1g/Oasl2/Parp14/Rfpl4b	7
GO:0002832	negative regulation of response to biotic stimulus	8/303	149/28928	0.0536912751677852	5.12601058763595	5.19500400915655	0.000183550645290821	0.0615967470256803	0.0572634232404556	A2m/Fgl2/Igtp/Nlrp4c/Oas1b/Oas1g/Parp14/Smpdl3b	8
GO:0019362	pyridine nucleotide metabolic process	9/303	191/28928	0.0471204188481675	4.49867814006532	4.99114544351928	0.000196864603420143	0.0615967470256803	0.0572634232404556	Afmid/Aldoart1/Fmo1/Galk1/Gck/Hk1/Me2/Nadsyn1/Ppargc1a	9
GO:0046496	nicotinamide nucleotide metabolic process	9/303	191/28928	0.0471204188481675	4.49867814006532	4.99114544351928	0.000196864603420143	0.0615967470256803	0.0572634232404556	Afmid/Aldoart1/Fmo1/Galk1/Gck/Hk1/Me2/Nadsyn1/Ppargc1a	9
GO:0097067	cellular response to thyroid hormone stimulus	3/303	12/28928	0.25	23.8679867986799	8.15172860294154	0.000233381422567784	0.0657202085950879	0.0610967997816924	Inhbb/Ppargc1a/Thrb	3
GO:0072524	pyridine-containing compound metabolic process	9/303	200/28928	0.045	4.29623762376238	4.81261453441311	0.000277023811985423	0.0660819684734601	0.0614331098958939	Afmid/Aldoart1/Fmo1/Galk1/Gck/Hk1/Me2/Nadsyn1/Ppargc1a	9
GO:0031348	negative regulation of defense response	11/303	292/28928	0.0376712328767123	3.59654595596546	4.58808575640939	0.000281599297472131	0.0660819684734601	0.0614331098958939	A2m/Cd24a/Fgl2/Fndc4/Igtp/Il22ra1/Nlrp4c/Oas1b/Oas1g/Parp14/Smpdl3b	11
