pathway	pval	padj	log2err	ES	NES	size	leadingEdge	direction	collection
HALLMARK_APOPTOSIS	0.00436720990855578	0.019606739101494	0.407017918923954	0.387354328291259	1.53858759849128	123	Lgals3, Ier3, Hmox1, Il6, Igf2r, Egr3, Sqstm1, Dnajc3, Ddit3, Eno2, Ifitm3, Casp4, Sat1, Atf3, Gch1, Dap, Nefh, Gsn, Cd44, Emp1, Isg20, Sc5d, Gpx4, Bcl2l1, Sod1, Psen2, Nedd9, Cflar, Casp8, Plat, Casp3, Lmna, Gsr, Anxa1, Hspb1, Cdkn1a, Sptan1, Gadd45a, Rock1, App, Jun, Cd14, Tap1, Dnaja1, Mcl1, Aifm3, Bax	Activated	Hallmark
HALLMARK_E2F_TARGETS	1.33089176278133e-22	6.65445881390663e-21	1.22950405660873	-0.726857782216912	-2.36794040088358	185	Mxd3, Tk1, Espl1, Cdca3, Rrm2, Top2a, Cit, Mki67, Melk, Mcm5, Bub1b, Asf1b, Dscc1, Pole, Racgap1, Birc5, Spc25, Kif2c, Kif18b, Bard1, Hmgb2, Plk1, Trip13, Pttg1, Ccnb2, Kif22, Ube2t, Cdk1, Spag5, Gins1, Timeless, Mms22l, Pold1, Plk4, Hmmr, Aurkb, Tcf19, Dck, Cdc20, Tacc3, Rad51ap1, Brca1, Dctpp1, Cdca8, Mcm3, Aurka, Mcm4, Atad2, Mcm6, Mad2l1, Diaph3, Cks2, Brca2, Lmnb1, Orc6, Cenpm, Dlgap5, Gins4, Donson, Ezh2, Smc4, Dnmt1, Psmc3ip, Stmn1, Rfc3, Dut, Pola2, Rad51c, Suv39h1, Mcm2, Pcna, Tmpo, Mcm7, Tubb5, Rpa1, Ccne1, Cdkn2c, Rfc2, Msh2, Rpa2, Wee1, Shmt1, Kpna2, Mybl2, Dek, Lig1, Chek1, Prdx4, Gins3, Srsf1, Slbp, Ung, Rpa3, Nup107, Exosc8, Prim2, Rad50	Suppressed	Hallmark
HALLMARK_G2M_CHECKPOINT	9.68454471630392e-20	2.42113617907598e-18	1.15122052214226	-0.717023772375118	-2.33054841743195	173	Espl1, Pbk, Top2a, Cdc6, Mki67, Kif15, Ccna2, Kif11, Fbxo5, Nusap1, Polq, Mcm5, Rad54l, Exo1, Ube2c, Pole, Ccnf, Kif23, Racgap1, Cenpa, Birc5, Ttk, Kif2c, Traip, Bard1, Plk1, Ndc80, Hmgn2, Cenpf, Prc1, Pttg1, Kif20b, Ccnb2, Kif22, Cdk1, Marcks, Troap, Bub1, Plk4, Hmmr, Aurkb, Cdc20, Tpx2, E2f1, Tacc3, Cdc45, Mcm3, Nek2, Aurka, Knl1, Mcm6, Mad2l1, Cks2, Brca2, Lmnb1, Orc6, Cdc7, Smc2, Ezh2, Smc4, Stmn1, Gins2, Pola2, Suv39h1, Mcm2, Fancc, Tmpo, Dbf4, Rbl1, Ccnd1, Cdkn2c, Rpa2, Kpna2	Suppressed	Hallmark
HALLMARK_GLYCOLYSIS	0.00691846266907176	0.0247087952466848	0.407017918923954	0.345714528614666	1.36589674328997	150	Lct, Hspa5, Ier3, Cxcr4, Cited2, Me1, Igfbp3, Gmppb, Artn, Tpi1, Ero1a, Pdk3, Eno2, Gale, Hdlbp, Gclc, Glrx, Hk2, Cd44, Isg20, Nsdhl, Aldoa, Pkm, Egfr, Gfpt1, Gmppa, Sod1, P4ha1, Fam162a, Homer1, B4galt1, Copb2, Idh1, Got1, Prps1, Hax1, Ddit4, Eno1, Chpf2, Pmm2, B3gat3, Chpf, Nol3, Irs2, Fbp2, Slc16a3, Mdh2, Pgk1, Gne, Dld, Gys1	Activated	Hallmark
HALLMARK_HYPOXIA	1.66723242666304e-07	1.19088030475931e-06	0.690132458796796	0.50094439740869	1.98815428319108	142	S100a4, Gcnt2, Ampd3, Mt1, Hspa5, Maff, Ier3, Cxcr4, Hmox1, Cited2, Il6, Igfbp3, Ppp1r15a, Adm, Fosl2, Pfkfb3, Ddit3, Ndrg1, Tpi1, Ero1a, Zfp36, Pdk3, Eno2, Ppargc1a, Bhlhe40, Hdlbp, Stbd1, Sdc4, Anxa2, Atf3, Glrx, Efna1, Hk2, Ndst2, Klf6, Isg20, Eno3, Aldoa, Pdk1, Egfr, Plin2, P4ha1, Fam162a, Slc2a1, Gbe1, Plaur, Map3k1, Tgfb3, Cp, Xpnpep1, Nagk, Pnrc1, Cdkn1a, Tpd52, Ddit4, Slc25a1, Jmjd6, Eno1, Kdm3a, Btg1, Dusp1, Lxn, Jun, Nfil3, Irs2	Activated	Hallmark
HALLMARK_IL2_STAT5_SIGNALING	0.000155187618200056	0.000862153434444754	0.518848077743792	0.437835742599896	1.7379072571817	124	Batf, Etv4, Maff, Nfkbiz, Igf2r, Prkch, Myc, Alcam, Cxcl10, Phlda1, Ndrg1, Slc1a5, Spry4, Ifitm3, Bhlhe40, Ncs1, Xbp1, Igf1r, Praf2, Fah, Arl4a, Hk2, Cd44, Emp1, Klf6, Myo1c, Eno3, Gsto1, Gpx4, Lif, Bcl2l1, Plin2, P4ha1	Activated	Hallmark
HALLMARK_INFLAMMATORY_RESPONSE	0.0138882425457526	0.043400757955477	0.380730400722792	0.378558440701651	1.44866137045309	99	Slamf1, Ccl2, C5ar1, Lck, Sgms2, Ccl5, Il6, Myc, Adm, Ldlr, Cxcl10, Atp2b1, Hif1a, Selenos, Rtp4, Gch1, Emp3, Cxcl11, Klf6, Lif, Sphk1, Irak2, Nampt	Activated	Hallmark
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.00509775216638845	0.019606739101494	0.407017918923954	0.442276536074514	1.61886282601247	75	Rsad2, Ifit3, Ifi27l2b, Gbp2, Cxcl10, Tmem140, Ifit2, Ifitm3, Rtp4, Cxcl11, Isg20, Elf1, Usp18, Isg15, Ifi27, Cd47, Casp8	Activated	Hallmark
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.00473888136065326	0.019606739101494	0.407017918923954	0.361919571467946	1.44213926013034	125	Ccl2, Rsad2, Ifit3, Ifi27l2b, Ccl5, Il6, Gbp4, Cxcl10, Ifit2, Hif1a, Ifitm3, Casp4, Rtp4, Gch1, Stat3, Arl4a, Cxcl11, Isg20, Nampt, Usp18, Isg15, Ifi27, Casp8, Pde4b, Upp1, Ifih1, Casp3, Cdkn1a, Mvp, Ripk1, Btg1, Mx2, Vamp8, Jak2, Myd88, Tap1, Irf9, Icam1, Ptpn6, Irf7, Znfx1	Activated	Hallmark
HALLMARK_MITOTIC_SPINDLE	1.61008441754455e-06	1.00630276096534e-05	0.643551836150722	-0.55870491141157	-1.80847216690923	165	Espl1, Top2a, Kif15, Kif11, Fbxo5, Nusap1, Kif23, Ect2, Racgap1, Pif1, Birc5, Ttk, Kif2c, Sorbs2, Plk1, Ndc80, Kntc1, Cenpf, Prc1, Kif20b, Ccnb2, Kif22, Cdk1, Marcks, Bub1, Tpx2, Nek2, Aurka, Prex1, Brca2, Lmnb1, Bcl2l11, Fgd6, Sass6, Dlgap5, Smc4, Myo1e, Cntrob	Suppressed	Hallmark
