pathway	pval	padj	log2err	ES	NES	size	leadingEdge	direction	collection
HALLMARK_E2F_TARGETS	2.33046075235763e-05	0.000246751682869065	0.575610261071129	-0.391098528851358	-1.70728951336797	194	Spc25, Cdca3, Tk1, Birc5, Aurkb, Cdc25b, Tubb5, Cdk1, Melk, Cdkn2c, Mxd3, Top2a, Depdc1a, Ccnb2, Cbx5, Plk1, Bard1, Kif22, Mki67, Cdkn3, Bub1b, Aurka, Kif18b, Lmnb1, Kpna2, Espl1, Asf1b, Ncapd2, Cks2, Kif4, Cenpe, Tfrc, E2f8, Ube2t, Cenpm, Tacc3, Ube2s, Ccne1, Racgap1, Spc24, Tubg1, Hmmr, Mad2l1, Stmn1, Dut, Xpo1, Dlgap5, Rad21, Dck, Lig1, Cdca8, Kif2c, Rpa1, Ezh2, Cit, Anp32e, Hmgb2, Hmga1, Ppm1d, Prdx4, Tcf19, Wee1, Lbr, Cse1l, Hmgb3, Brca2, Suv39h1, Smc4, Orc6, Tmpo, Brms1l, Rad51c, Donson, Rfc2, Rrm2, Dnmt1, Nasp, Prps1, Pds5b, Naa38, Rpa3, Ctcf, Pole, Hnrnpd, Gins3, Rad51ap1, Dek, Cdc20, Psip1, Pcna, Smc3, Psmc3ip, Pold1, Spag5	Suppressed	Hallmark
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.00634262958050883	0.0290167372688768	0.407017918923954	0.469319265720241	1.45422458910094	164	Cxcl1, Mmp3, Mmp2, Serpinh1, Try5, Itga5, Bgn, Wnt5a, Timp3, Pdgfrb, Sfrp1, Col4a2, Sat1, Sfrp4, Cxcl12, Cald1, Dcn, Plaur, Col12a1, Slit3, Tnc, Jun, Fbln5, Tnfrsf11b, Timp1, Gem, Tnfrsf12a, Mfap5, Lamc2, Fbn2, Gadd45b, Inhba, Abi3bp, Notch2, Slit2, Snai2, Col5a3, Adam12, Col8a2, Serpine1, Tnfaip3, Areg, Tgfbi, Pvr, Emp3, Dab2, Tgm2, Ecm2, Ecm1, Lama2, Nt5e, Col3a1, Loxl1, Cap2, Serpine2	Activated	Hallmark
HALLMARK_G2M_CHECKPOINT	6.59341406155374e-05	0.000549451171796145	0.538434096309916	-0.375419356045012	-1.64292258505911	186	Birc5, E2f2, Ube2c, Marcks, Aurkb, Cdc25b, Cdk1, Nusap1, Pbk, Cdkn2c, Ccnf, Cenpf, Prc1, Kif11, Top2a, Troap, Ccnb2, Ttk, Kif23, Plk1, Bard1, Ccna2, Kif22, Mki67, Bub1, Cdkn3, Aurka, Fbxo5, Lmnb1, Cenpa, Kpna2, Espl1, Cks2, Kif4, Cenpe, Meis2, Efna5, Incenp, Tacc3, Ube2s, Snrpd1, Racgap1, Kif15, Hmmr, Wrn, Mad2l1, Stmn1, Kif20b, Xpo1, Rad21, Tle3, Nek2, Uck2, Kif2c, Ezh2, Cdc7, Smc2, Exo1, Hmga1, Traip, Rad54l, Pura, Abl1, Bcl3, Tpx2, Lbr, Mtf2, Hmgb3, Arid4a, Brca2, Bub3, Suv39h1, Mapk14, Smc4, Orc6, E2f1, Tmpo, Rps6ka5, Nasp, Rbl1, Pds5b, Chaf1a, Dtymk, Ctcf, Smarcc1, Cdc27	Suppressed	Hallmark
HALLMARK_GLYCOLYSIS	0.00212337031846579	0.0117965017692544	0.431707695803346	-0.322305848149094	-1.413441854914	192	Aldob, Bik, Tff3, Stc1, Slc16a3, B3gat1, Fam162a, Ldha, Pgam1, Sdc3, Ak4, Cldn3, Pgk1, Nanp, Pkm, Pygl, Pgm2, Glrx, Cdk1, Pcx, Aldoa, Eno1, Gpc3, Pfkp, Egln3, Mif, Tgfa, Cacna1h, Tpi1, Cldn9, Mxi1, Depdc1a, Capn5, Ndst3, Chst1, Slc37a4, Lhpp, Plod2, Aurka, Ndufv3, Slc25a10, Cenpa, Gpc4, Cited2, Cxcr4, Egfr, P4ha2, Gys1, P4ha1, Hmmr, Slc25a13, Ppfia4, Stmn1	Suppressed	Hallmark
HALLMARK_IL6_JAK_STAT3_SIGNALING	9.46434122299028e-05	0.000676024373070735	0.538434096309916	0.628745341956237	1.79678982043858	69	Cxcl1, Tnf, Inhbe, Cxcl10, Csf2rb2, Hmox1, Ltb, Osmr, Lepr, Il9r, Acvrl1, Jun, Tlr2, Tnfrsf1b, Tnfrsf12a, Hax1, Cd36, A2m, Il17rb, Ltbr, Pdgfc, Myd88, Il1r2, Il18r1	Activated	Hallmark
HALLMARK_INFLAMMATORY_RESPONSE	0.0063836821991529	0.0290167372688768	0.407017918923954	0.477987560042442	1.47044068440804	144	Cd70, P2rx7, Ccl2, Tnfsf15, Aqp9, Gpr132, Myc, Ccl20, Itga5, Ptgir, Cxcl10, Osmr, Tnfaip6, Lyn, Bst2, Mep1a, Slc7a1, Lck, Icam1, Plaur, Adm, Klf6, Timp1, Tlr2, Tnfrsf1b, Ccr7, Inhba, Serpine1, Gna15, Cdkn1a, Kcna3, Aplnr, Pvr, Il10ra, Cd40, Nmi, Hpn, Emp3, Ccrl2, Chst2	Activated	Hallmark
HALLMARK_MITOTIC_SPINDLE	2.46751682869065e-05	0.000246751682869065	0.575610261071129	-0.386361433186434	-1.69218104015834	196	Sorbs2, Myo1e, Birc5, Marcks, Cdk1, Nusap1, Synpo, Anln, Cenpf, Bcar1, Prc1, Kif11, Top2a, Ccnb2, Ttk, Kif23, Hdac6, Plk1, Kif22, Bub1, Aurka, Fbxo5, Gsn, Lmnb1, Espl1, Fgd4, Kif4, Cenpe, Tubd1, Incenp, Net1, Tuba4a, Pif1, Capzb, Racgap1, Ect2, Rhof, Kif15, Cntrob, Mapre1, Actn4, Kif20b, Dlgap5, Bcl2l11, Cdc42ep2, Akap13, Taok2, Bcr, Nek2, Kif2c, Wasf1, Map1s, Cep72, Prex1, Ckap5, Cdc42, Myh10, Sass6, Fgd6, Kntc1, Abl1, Cdc42ep4, Tpx2, Als2, Kif1b, Sptbn1, Nck2, Ssh2, Lrpprc, Brca2, Myh9, Kif3c, Smc4, Arhgap27, Mark4, Sptan1, Arhgap29, Rapgef5, Arhgap5, Cdc27, Cep57, Llgl1, Shroom2, Arhgap10, Katnb1, Kifap3, Klc1, Rhot2, Smc3, Arhgef12, Ywhae, Ezr, Dock4, Cep131, Abr, Hook3, Ranbp9	Suppressed	Hallmark
HALLMARK_MYC_TARGETS_V2	0.000166163253577562	0.00103852033485976	0.518848077743792	0.640236443310777	1.78252348487913	58	Myc, Tmem97, Gnl3, Utp20, Srm, Grwd1, Rrp12, Rcl1, Dusp2, Wdr74, Pprc1, Mybbp1a, Pus1, Ppan, Tcof1, Tfb2m, Rrp9, Nop16, Mphosph10, Slc19a1, Tbrg4, Wdr43, Hspd1, Slc29a2, Nop2, Nolc1, Bysl, Ddx18, Imp4, Mrto4, Nop56, Exosc5, Ndufaf4, Pes1, Ipo4, Aimp2, Las1l, Prmt3, Nip7	Activated	Hallmark
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.00940110894263137	0.0391712872609641	0.380730400722792	-0.303739368307913	-1.3286012322763	195	Maob, Ldha, Gpi1, Uqcrh, Cox6c, Cyb5r3, Fh1, Atp1b1, Atp5e, Ldhb, Acat1, Ndufb8, Mgst3, Idh2, Mpc1, Cox7a2, Cox6b1, Atp5l, Atp6v0e, Slc25a4, Uqcr11, Atp5d, Ndufc1, Ndufa1, Cox8a, Atp5h, Vdac1, Atp5g3, Atp5k, Ndufb4, Ogdh, Atp5j2, Mrpl34, Nqo2, Pdp1, Etfa, Slc25a11, Idh1, Atp6v1e1, Uqcrfs1, Atp5c1, Cox4i1, Ndufb3, Ndufa6, Cox7b, Atp6ap1, Aco2, Atp5j, Cox5a, Idh3a, Mdh1, Timm8b, Lrpprc, Ndufb7, Sdhd, Ndufs4, Got2, Ndufc2, Pmpca, Isca1, Casp7, Cox17, Abcb7, Atp5a1, Cox7a2l, Acadsb, Uqcrb, Acaa2, Ndufb2, Rhot2, Ndufa8, Aifm1, Slc25a5, Slc25a12, Mdh2, Fxn, Phyh, Tcirg1, Idh3g, Atp5o, Vdac2, Ndufa3, Atp5b	Suppressed	Hallmark
HALLMARK_PANCREAS_BETA_CELLS	2.23123303139654e-06	3.71872171899423e-05	0.627256739718528	-0.676531615542787	-2.23893009168403	39	Gcg, Ins2, Scgn, Pcsk2, Slc2a2, Pklr, Syt13, Pax6, G6pc2, Pdx1, Isl1, Nkx2-2, Chga, Pcsk1, Sst, Foxa2, Neurod1, Stxbp1, Akt3, Dpp4, Nkx6-1, Gck, Abcc8, Pax4, Foxo1	Suppressed	Hallmark
