ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0005814	centriole	6/138	161/28829	0.0372670807453416	7.78530920874966	5.98766977551861	0.000129342115496535	0.0334996079136025	0.0295444621713138	Aurka/Bbs4/Cep85/Parp3/Plk1/Spice1	6
GO:0005834	heterotrimeric G-protein complex	3/138	35/28829	0.0857142857142857	17.9062111801242	6.940699929322	0.000627861264313703	0.0648409086901081	0.057185438674064	Gnai2/Gnas/Gnb1	3
GO:0097431	mitotic spindle pole	3/138	41/28829	0.0731707317073171	15.2857900318134	6.34840172850658	0.00100140399521402	0.0648409086901081	0.057185438674064	Aurka/Plk1/Spag5	3
GO:1905360	GTPase complex	3/138	41/28829	0.0731707317073171	15.2857900318134	6.34840172850658	0.00100140399521402	0.0648409086901081	0.057185438674064	Gnai2/Gnas/Gnb1	3
GO:0060076	excitatory synapse	4/138	105/28829	0.0380952380952381	7.95831608005521	4.95393495782937	0.00165324406781426	0.0699029285511751	0.061649808964052	Dgki/Lrrc4/Srpx2/Syp	4
GO:0014069	postsynaptic density	8/138	463/28829	0.0172786177105832	3.60960340564059	3.92590615374327	0.00179693170461449	0.0699029285511751	0.061649808964052	Ablim1/Aurka/Cpeb3/Dgki/Gap43/Lrrc4/Lrrtm3/Syp	8
GO:0031234	extrinsic component of cytoplasmic side of plasma membrane	3/138	51/28829	0.0588235294117647	12.2885763000853	5.59587382902924	0.00188926833922095	0.0699029285511751	0.061649808964052	Gnai2/Gnas/Gnb1	3
GO:0032279	asymmetric synapse	8/138	487/28829	0.0164271047227926	3.43171740618397	3.75349891259939	0.0024554232045713	0.0794943262479959	0.0701087941305227	Ablim1/Aurka/Cpeb3/Dgki/Gap43/Lrrc4/Lrrtm3/Syp	8
GO:0034451	centriolar satellite	4/138	125/28829	0.032	6.68498550724638	4.41760738036673	0.00311453825259425	0.0826485714930912	0.0728906320422711	Bbs4/C2cd5/Plk1/Spag5	4
GO:0019897	extrinsic component of plasma membrane	4/138	129/28829	0.0310077519379845	6.47769913492866	4.32440179252801	0.00348663266602546	0.0826485714930912	0.0728906320422711	Dgki/Gnai2/Gnas/Gnb1	4
GO:0043209	myelin sheath	5/138	211/28829	0.023696682464455	4.9503743388969	3.99423668952144	0.00353601164794331	0.0826485714930912	0.0728906320422711	Gnb1/Idh3a/Nfasc/Nsf/Sod2	5
GO:0098562	cytoplasmic side of membrane	5/138	215/28829	0.0232558139534884	4.85827435119649	3.93819309694722	0.00382927744369535	0.0826485714930912	0.0728906320422711	Gnai2/Gnas/Gnb1/Micall1/Ntsr1	5
GO:0000242	pericentriolar material	2/138	24/28829	0.0833333333333333	17.4088164251208	5.57728573211311	0.00585981330063717	0.116745511143464	0.102961901719698	Bbs4/Cep85	2
GO:0044309	neuron spine	5/138	248/28829	0.0201612903225806	4.21181042543245	3.52298659816589	0.00694783673908117	0.128534979673002	0.113359441532377	Dgki/Lrrc4/Ntsr1/P2rx4/Syp	5
GO:0005796	Golgi lumen	2/138	28/28829	0.0714285714285714	14.9218426501035	5.11147110567787	0.00792577965985357	0.136851795460138	0.120694328855314	Lrpap1/Uxs1	2
GO:0009898	cytoplasmic side of plasma membrane	4/138	170/28829	0.0235294117647059	4.9154305200341	3.5509734351987	0.00915745918588365	0.146962495047716	0.129611304309507	Gnai2/Gnas/Gnb1/Ntsr1	4
GO:0030137	COPI-coated vesicle	2/138	31/28829	0.0645161290322581	13.4777933613838	4.8207146980117	0.00965917812908212	0.146962495047716	0.129611304309507	Gnas/Tmed10	2
