pathway	pval	padj	log2err	ES	NES	size	leadingEdge	direction	collection
HALLMARK_ADIPOGENESIS	2.48961252841467e-06	2.68860210266476e-05	0.627256739718528	-0.407237259989393	-1.83836288973386	180	Cox7b, Uqcr11, Ubc, Uqcr10, Ddt, Cmbl, Sdhc, Itih5, Ndufb7, Ndufa5, Atp5o, Cox8a, Cdkn2c, Cox6a1, Taldo1, Hspb8, Cd36, Pfkl, Uqcrq, Angpt1, Sparcl1, Pfkfb3, Mgst3, Sod1, Adcy6, Prdx3, Aldoa, Cpt2, Ech1, Qdpr, Pqlc3, Mdh2, Etfb, Cyc1, Aldh2, Acly, Col15a1, Stat5a, Cd151, Acads, Aplp2, Lpl, Dhcr7, Me1, Atp1b3, Gpx4, Chchd10, Ucp2, Plin2, Retsat, C3, Ndufs3, Slc1a5, Ndufab1, Gpd2, Sdhb, Stom, Ywhag, Hadh, Abca1, Rtn3	Suppressed	Hallmark
HALLMARK_ANGIOGENESIS	0.0111218124421677	0.0292679274793887	0.380730400722792	-0.555474973852208	-1.66123423910993	22	S100a4, Thbd, Stc1, Nrp1, Spp1, Jag2, Fstl1, Lpl, Vcan, App, Itgav	Suppressed	Hallmark
HALLMARK_APICAL_JUNCTION	0.000133638813118384	0.000733979097459667	0.518848077743792	-0.386116897244915	-1.70280151899096	154	Pdzd3, Msn, Actg1, Syk, Sdc3, Acta1, Itga3, Cercam, Mapk13, Actb, Col9a1, Cldn14, Myl12b, Nlgn2, Mdk, Grb7, Fbn1, B4galt1, Atp1a3, Rsu1, Mmp2, Lamb3, Adra1b, Itgb1, Cx3cl1, Pfn1, Sirpa, Tspan4, Ldlrap1, Jup, Icam4, Icam5, Cldn9, Cdh6, Mmp9, Itgb4, Bmp1, Ppp2r2c, Hadh, Parva, Vcan, Gnai2, Inppl1, Amigo2, Adam15, Gamt, Mpzl1, Cntn1, Cldn15, Hras, Rras, Wnk4, Cldn11, Crat, Pbx2, Adam23, Nfasc, Thbs3, Pcdh1, Col16a1, Plcg1, Map4k2, Nrxn2, Cdh8, Evl, Lamc2, Taok2, Tgfbi, Src, Adam9, Speg, Sympk	Suppressed	Hallmark
HALLMARK_COAGULATION	8.40644004055699e-05	0.000540464978528745	0.538434096309916	-0.470537180037827	-1.83221112193362	77	C1qa, S100a13, Rgn, Anxa1, Ang, C8g, Clu, Ctsb, A2m, Serping1, Cd9, Thbd, Serpina1b, Lrp1, Gsn, S100a1, Gda, Mmp15, Fbn1, Mmp2, Thbs1, Prss23, Cpq, Lgmn, Pros1, Gnb2, C3, Ctsl, Lamp2, Furin, Hnf4a, Mmp9, Itgb3, Bmp1	Suppressed	Hallmark
HALLMARK_COMPLEMENT	7.48050673482631e-05	0.000540464978528745	0.538434096309916	-0.41304325793689	-1.78421585018226	133	C1qa, Atox1, S100a13, Ang, Lcp2, Mt3, Clu, Ctsb, Cda, Serping1, Timp2, Klk1, Plaur, Serpina1b, Lrp1, Cd36, Msrb1, Calm3, Anxa5, Hspa1a, Mmp15, Kcnip2, Psmb9, Hpcal4, Ctsc, Cpq, Lgmn, Pfn1, Gnb2, Scg3, Pcsk9, Gnb4, Me1, Cdk5r1, Casp1, Phex, C3, Ctsl, Calm1, Lamp2, Prkcd, Hnf4a, Gpd2, Ctsd, Plscr1, Sh2b3, Gnai2	Suppressed	Hallmark
HALLMARK_DNA_REPAIR	0.00192837590077024	0.00741683038757784	0.45505986738723	-0.355114537198765	-1.563675110118	144	Cox17, Cda, Nme3, Dad1, Nme1, Bola2, Supt4a, Rpa3, Bcam, Polr2f, Aprt, Mpc2, Arl6ip1, Polr1d, Polr2k, Dut, Bcap31, Rbx1, Polr2d, Cetn2, Adcy6, Snapc5, Hprt, Polr2g, Gtf2h5, Vps28, Nme4, Itpa, Eif1b, Gpx4, Nelfb, Nudt21, Sac3d1, Guk1, Edf1, Nelfcd, Sdcbp, Vps37d, Npr2, Cmpk2, Tarbp2, Taf10, Cant1, Zwint, Ercc2, Polr2e, Ak1, Fen1, Polr2j, Gtf2a2	Suppressed	Hallmark
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.000344445425059329	0.00156566102299695	0.49849310876659	-0.3887956670737	-1.67650353814707	130	Plod2, Sdc4, Oxtr, Lgals1, Plaur, Lrp1, Plod1, Tpm1, Spp1, Cd44, Loxl2, Rgs4, Mest, Eno2, Aplp1, Lrrc15, Vim, Magee1, Qsox1, Pcolce, Fbn1, Fuca1, Mmp2, Thbs1, Pfn2, Itgb1, Glipr1, Igfbp3, Fbln1, Fstl1, Col6a3, Serpine2, Gpx7, Anpep, Gpc1, Cdh6, Itgb3, Fzd8, Bmp1, Plod3, Spock1, Ppib, Vcan, Sat1, Sdc1, Lox, Pdgfrb, Matn2, Itgav, Scg2, Bdnf, Fbln2, Edil3, Pcolce2, Col16a1, Notch2, Colgalt1, Wipf1, Col7a1, Ntm, Nid2, Tgfb1, Lamc2, Tpm4, Tgfbi, Tnfrsf12a	Suppressed	Hallmark
HALLMARK_FATTY_ACID_METABOLISM	0.00626482121755412	0.0184259447575121	0.407017918923954	-0.33855859846986	-1.45641697194618	131	Mif, Blvra, Pcbd1, Sdhd, Sdhc, Lgals1, Ldha, Hsd17b11, Mcee, Mdh1, Cd36, Eno2, Cbr1, Rdh11, Aldoa, Grhpr, Cpt2, Ccdc58, Ech1, Urod, Mdh2, Adh1, Hpgd, Acaa1a, Ube2l6, Trp53inp2, Cd1d1, Acads, Me1, Glul, Dhcr24, Retsat, Psme1, Prdx6, Hsd17b10, Gpd2, Eci2, Acsl5, Nsdhl, Hadh, Hmgcs1, Fmo1, Elovl5, Hadhb, Ugdh, Crat, Aco2, Acadvl, Idh1, Maoa, Acadl, Acaa2	Suppressed	Hallmark
HALLMARK_GLYCOLYSIS	2.02497497773457e-07	3.37495829622429e-06	0.690132458796796	-0.431366420458345	-1.94890269895792	181	Slc16a3, Tff3, Ang, Txn1, Mif, Pgam1, Glrx, Tgfa, Ak4, Plod2, Sdhc, Sdc3, Ppia, Stc1, Ldha, B3gnt3, Plod1, Tpi1, Ndufv3, Ext2, Fam162a, Casp6, Taldo1, Mdh1, Pgk1, Tpbg, Chpf2, Cd44, Gusb, Pam, Slc37a4, Pgls, Eno2, Pgm2, Eno1, Galk1, Qsox1, Gpc3, Sod1, B4galt1, Aldoa, Pfkfb1, Egln3, Cldn3, Pygl, Pfkp, Stmn1, Mdh2, Igfbp3, Pkm, Spag4, Cenpa, Alg1, Slc25a13, Cdk1, P4ha1, Abcb6, Cyb5a	Suppressed	Hallmark
HALLMARK_HYPOXIA	0.00104562778616821	0.00435678244236754	0.45505986738723	-0.354366146866076	-1.58089963818427	165	S100a4, Mif, Glrx, Ak4, Sdc4, Slc2a1, Brs3, Sdc3, Plaur, Stc1, Mt1, Ldha, Aldoc, Slc2a5, Ampd3, Tpi1, Fam162a, Casp6, Sult2b1, Gapdh, Pgk1, Tpbg, Pdk1, Slc2a3, Mt2, Pam, Pfkl, Slc37a4, Eno2, Pgm2, Ncan, Eno1, Pfkfb3, Galk1, Gpc3, Aldoa, Anxa2, Grhpr, Prdx5, Pfkp, Gaa, Igfbp3, Slc6a6, Gpi1, Gck, P4ha1, Bnip3l, Ndst2, Gpc4, Mxi1, Plin2, Gpc1, Csrp2, Hk1, Ndrg1, Ndst1, Lxn, Hexa, Ier3, Gcnt2, Rragd, Scarb1, Lox, Adm, Xpnpep1, Ids, Ets1	Suppressed	Hallmark
