pathway	pval	padj	log2err	ES	NES	size	leadingEdge	direction	collection
HALLMARK_ADIPOGENESIS	0.00045866505271542	0.00327617894796729	0.49849310876659	-0.347958582800777	-1.58156306115249	171	Ubc, Cdkn2c, Pfkfb3, Pfkl, Ccng2, Cpt2, Acads, Pqlc3, Hspb8, Mgst3, Uqcr11, Stom, Lifr, Me1, Acly, Aco2, Tst, Aldoa, Ucp2, Aplp2, Crat, C3, Ndufb7, Dhcr7, Cox6a1, Aldh2, Sdhc, Baz2a, Hadh, Adcy6, Slc27a1, Cox8a, Cmbl, Elmod3, Cd151, Gpd2, Rtn3, Slc25a1, Mdh2, Cox7b, Acadl, Esrra, Aifm1, Uqcr10, Atp1b3, Enpp2, Ech1, Gpam, Ddt, Por, Agpat3, Nkiras1, Lpcat3, Gbe1, Dlat, Acox1, Ndufa5, Atp5o, Sod1, Vegfb, Ywhag, Abca1, Sspn, Pgm1, Stat5a, Uqcrq, Idh3a, Lipe, Coq3, Abcb8, G3bp2, Rnf11, Dgat1, Slc5a6, Acadm, Elovl6, Taldo1, Fah, Tkt, Prdx3, Cyc1, Qdpr, Acaa2, Slc25a10, Scp2, Retsat	Suppressed	Hallmark
HALLMARK_ANGIOGENESIS	0.00847311784330021	0.0325889147819239	0.380730400722792	-0.596467292607459	-1.7230130662682	19	Stc1, S100a4, Fgfr1, Nrp1, Itgav, Ccnd2	Suppressed	Hallmark
HALLMARK_APICAL_JUNCTION	0.000631116170375277	0.00394447606484548	0.477270815362862	-0.38005058725612	-1.66667458277122	124	Ldlrap1, Icam5, Jup, Nlgn3, Nrtn, Actg1, Sdc3, Msn, Amigo2, Nrxn2, Gamt, Speg, Rsu1, Itga3, Rhof, Bmp1, Inppl1, Nlgn2, Flnc, B4galt1, Fbn1, Crat, Wnk4, Vcl, Tro, Ctnnd1, Actb, Mpzl1, Pkd1, Adam9, Ppp2r2c, Pcdh1, Gnai2, Myl12b, Atp1a3, Shc1, Hadh, Akt2, Vasp, Ywhah, Adam15, Taok2, Myh9, Pfn1, Adam23, Pard6g, Itgb1, Plcg1	Suppressed	Hallmark
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.0021010052169213	0.0102218518027809	0.431707695803346	-0.401008492459835	-1.68352744441986	98	Fstl3, Rgs4, Plod2, Thbs1, Loxl2, Magee1, Pfn2, Gas1, Sdc4, Lrp1, Col1a2, Tnfaip3, Serpine1, Eno2, Aplp1, Emp3, Plod1, Mest, Gpc1, Tgfbr3, Dab2, Bmp1, Pcolce, Itgb3, Slc6a8, Fbn1, Itgav, Pmp22, Qsox1, Flna, Fuca1, Scg2, Matn2, Itgb5	Suppressed	Hallmark
HALLMARK_GLYCOLYSIS	5.12878839313636e-08	8.54798065522727e-07	0.719512826338911	-0.452106452195949	-2.03317420304126	159	Ak4, Stc1, Slc16a3, Plod2, Chst1, Tff3, Pgam1, Egln3, Chpf2, Ier3, Pgm2, Gusb, Sdc3, Pgk1, B3gnt3, Pam, Ldha, Eno1, Tpi1, Pfkp, Fam162a, Eno2, Txn1, B3gat1, Slc25a13, Xylt2, Plod1, Casp6, P4ha1, Chst2, Mif, Gpc1, Me1, Hk2, Pkm, Capn5, Pcx, Aldoa, B4galt1, Ext2, Nol3, Qsox1, Glrx, Gys1, G6pdx, Ndufv3, P4ha2, Sdhc, Slc37a4, Ang, Agrn, Pygb, Mdh1, Gnpda1, Cdk1, Sdc2, Mdh2, Ppia, Galk2, Med24, Stmn1, Hs2st1, Phka2, Cited2, Mxi1, B4galt2, Agl	Suppressed	Hallmark
HALLMARK_HYPOXIA	2.04172432249955e-05	0.000255215540312444	0.575610261071129	-0.411307253731964	-1.83011822181434	148	Ak4, Stc1, Ppp1r3c, Slc2a3, Slc2a1, Ampd3, Aldoc, Ier3, Pfkfb3, Pgm2, Pfkl, S100a4, Ccng2, Ids, Adm, Sdc4, Sdc3, Pgk1, Tnfaip3, Pam, Ldha, Eno1, Serpine1, Tpi1, Pfkp, Pdk1, Tgfb3, Fam162a, Eno2, Gpi1, Hk1, Ncan, Casp6, Grhpr, P4ha1, Chst2, Mif, Anxa2, Slc6a6, Gcnt2, Gpc1, Bnip3l, Hk2, Map3k1, Aldoa, Glrx, Gapdh, Gys1, Gaa, P4ha2, Hs3st1, Ndst2, Slc37a4, Fosl2	Suppressed	Hallmark
HALLMARK_KRAS_SIGNALING_DN	0.00197483519083986	0.0102218518027809	0.431707695803346	-0.397737966626114	-1.62893731432473	83	Gprc5c, Tff2, Capn9, Nos1, Sncb, Pdk2, Snn, Gamt, Slc25a23, Itgb1bp2, Ypel1, Chst2, Rgs11, Kcnq2, Btg2, Slc29a3, Sgk1, Abcb11, Celsr2, Clstn3, Nudt11, Klhdc8a, Mast3, Akr1b8, Zc2hc1c, Nudt10, Kcnd1, Kmt2d, Fgf22	Suppressed	Hallmark
HALLMARK_MTORC1_SIGNALING	0.00224880739661179	0.0102218518027809	0.431707695803346	0.362642050108646	1.52291406456976	188	Slc7a11, Ddit3, Trib3, Sdf2l1, Hspa5, Ppp1r15a, Cth, Nupr1, Calr, Xbp1, Hsp90b1, Serp1, Psph, Bcat1, Uso1, Phgdh, Nfil3, Eprs, Rpn1, Slc1a4, Ifrd1, Mthfd2, Tmem97, Hspa9, Eif2s2, Uchl5, Gtf2h1, Tcea1, Slc7a5, Itgb2, Asns, Nfkbib, Insig1, Sqstm1, Etf1, Edem1, Arpc5l, Ung, Atp2a2, Shmt2, Ifi30, Rrp9, Nufip1, Ufm1, Canx, Slc1a5, Ube2d3, Cyp51, Sec11a	Activated	Hallmark
HALLMARK_MYC_TARGETS_V2	5.92621555662077e-05	0.000592621555662077	0.557332238758646	0.58208097969832	2.03171851459878	57	Myc, Wdr43, Gnl3, Tmem97, Mphosph10, Wdr74, Srm, Ddx18, Nop56, Ung, Rrp9, Bysl, Map3k6, Tfb2m, Rrp12, Pprc1, Supv3l1, Ndufaf4, Npm1, Aimp2, Rcl1, Nolc1, Utp20, Prmt3, Mcm4, Ppan, Tbrg4, Tcof1, Nip7, Pa2g4, Farsa, Nop2, Rabepk, Mrto4, Pus1	Activated	Hallmark
HALLMARK_OXIDATIVE_PHOSPHORYLATION	4.30041812523376e-11	1.07510453130844e-09	0.851339057116899	-0.485427358941595	-2.24026490477393	193	Ndufa4, Uqcrh, Atp6v0e, Ldha, Slc25a4, Mgst3, Cyb5r3, Uqcr11, Ldhb, Gpi1, Atp5k, Atp5e, Atp1b1, Ndufa3, Aco2, Ndufa1, Cox6b1, Ogdh, Slc25a11, Ndufb3, Cox7a2, Mrpl34, Ndufb7, Sdhd, Idh2, Acadvl, Cox6a1, Maob, Cox17, Atp5g3, Sdhc, Ndufc1, Atp5d, Uqcrfs1, Uqcrb, Cox7c, Atp5l, Mdh1, Cox15, Cox8a, Vdac1, Timm8b, Polr2f, Ndufb6, Mpc1, Atp6ap1, Cox6c, Ndufb2, Tcirg1, Ndufb8, Atp5h, Ndufc2, Mdh2, Isca1, Ndufs7, Cox7b, Aifm1, Atp5g2, Atp5j2, Slc25a3, Uqcr10, Nqo2, Atp5j, Acat1, Ndufa6, Ndufa7, Atp6v1e1, Ech1, Hadha, Abcb7, Ndufs6, Por, Atp5g1, Ndufa2, Dlat, Slc25a5, Ndufb5, Acaa1a, Ndufa5, Etfdh, Atp5o, Hadhb, Ndufs2, Cox4i1, Cox5b, Atp6v1f, Atp5a1, Cycs, Atp5b, Ndufa8, Mrpl11	Suppressed	Hallmark
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.000311237038041174	0.00259364198367645	0.49849310876659	-0.554413840917358	-1.90249887578337	39	Pfkp, Txn1, Atox1, Prdx1, Ftl1, Prnp, Prdx2, Srxn1, Gsr, Glrx, G6pdx, Gclm, Sbno2, Nqo1, Txnrd1, Cdkn2d, Txnrd2, Ndufa6, Ndufs2, Sod1, Abcc1, Hmox2, Ercc2	Suppressed	Hallmark
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.00308629013738551	0.0128595422391063	0.431707695803346	0.393249669683262	1.57284269379608	134	Atf3, Ppp1r15a, Myc, Csf1, Cebpb, Plek, Relb, Gem, Nfil3, Bcl6, Tlr2, Klf10, Klf4, Yrdc, Bmp2, Zbtb10, Nr4a2, Slc2a6, Eif1, Klf6, Ptgs2, Ier2, Nr4a3, Cflar, Cd80, Sqstm1, Dnajb4, Kynu, Fos, Jun, Ptpre, Nfkbia, Ets2, Ccnl1, Tgif1, Klf9, Plaur, Btg3, Nr4a1, Nfkb2, Rnf19b, Tank	Activated	Hallmark
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	3.92577582479685e-12	1.96288791239842e-10	0.887074988399873	0.654867860475039	2.55853243761246	105	Atf3, Hspa5, Stc2, Hyou1, Dnajb9, Chac1, Dnajc3, Pdia6, Herpud1, Calr, Cebpb, Atf6, Xbp1, Hsp90b1, Serp1, Cebpg, Tars, Wfs1, Pdia5, Nop14, Slc1a4, Mthfd2, Atf4, Hspa9, Xpot, Tspyl2, Eif4ebp1, Slc7a5, Asns, Ddx10, Gosr2, Tatdn2, Eif2ak3, Ern1, Edem1, Nop56, Fkbp14, Rrp9, Srprb, Iars, Exosc9, Exosc1, Aldh18a1, Cnot4, Sdad1, Sec11a, Parn, Eif2s1, Exosc2, Dkc1, Npm1, Srpr, Preb, Nolc1, Zbtb17, Ttc37	Activated	Hallmark
GOBP_ACTIN_FILAMENT_ORGANIZATION	0.000140020580242095	0.00675618112747869	0.518848077743792	-0.319580108679756	-1.55754396052178	316	Ghsr, Rgs4, Coro1a, Mical1, Myadm, Triobp, Rhov, Actg1, Pfn2, Tmsb4x, Ptk2b, Sdc4, Asap3, Fhod1, Kank3, Tgfb3, Marcksl1, S100a10, Marcks, Tagln3, Bcar1, Smad3, Tmsb15b1, Rhof, Pls1, Kank2, Ssh1, Inf2, Inppl1, Tmsb10, Shtn1, Svil, Prex1, Aldoa, Espnl, Tmsb15b2, Nrp1, Amot, Cfl1, Iqgap3, Arpc5, Abl1, Ppp1r9b, Rnd2, Hip1, Flna, Coro2b, Cdc42ep2, Myo1e, Pls3, Hdac6, Arpc4, Pdxp, Pacsin1, Msrb1, Fam171a1, Prox1, Sh3bp1, Ssh3, Tle6, Ang, Slc9a1, Itgb5, Arpc1a, Arhgap28, Vill, Vasp, Sptb, Gas2l3, Tmod2, Dmtn, Pfn1, Shank3, Fchsd1, Capza1, Tagln2, Fat1, Sptbn1, Add2, Gdpd2, Coro1c, Limd2, Plec, Cdc42ep4, Cd47, Iqgap1, Cald1, Itgb1, Rhobtb1, Gas2l1, Arpc3, Stmn1, Clasp1, Samd14, Elmo2, Arpin, Cyfip1, Sema5a, Tpm1, Arhgef10l, Pik3r2, Cotl1, Mtpn, Nf2, Cnn3, Capzb, Arhgef15, Cdc42ep5	Suppressed	GO_BP
