pathway	pval	padj	log2err	ES	NES	size	leadingEdge	direction	collection
HALLMARK_ADIPOGENESIS	1.61720467215934e-10	4.04301168039835e-09	0.826657301178302	-0.472225046702138	-2.1935046628695	173	Cdkn2c, Pfkl, Col4a1, Cd302, Cox7b, Aldoa, Uqcr11, Ndufa5, Lpcat3, Aco2, Cmbl, Ucp2, Enpp2, Atp1b3, Mgst3, Qdpr, Rtn3, Ndufb7, Ubc, Aplp2, Cpt2, Atp5o, Acly, Lpl, Me1, Apoe, Elovl6, Retsat, Aldh2, Idh3a, Mylk, Acads, Pqlc3, Sod1, Mdh2, Tst, Tkt, Sdhc, Abca1, Acaa2, Ech1, G3bp2, Hadh, Rnf11, Cat, Taldo1, Aifm1, Agpat3, Pgm1, Idh1, Reep5, Plin2, Chchd10, Gpx3, Etfb, Por, Slc25a1, Gbe1, Cox8a, Scp2, Cmpk1, Vegfb, Cyc1, Uqcr10, Cox6a1, Crat, Hspb8, Pemt, Gpx4, Dhrs7, Cd151, Cidea, Prdx3, Pfkfb3, Tob1, Dlat, Elmod3, Decr1, Dram2, Acadl, Coq3, Uqcrq, Dhcr7, Ndufs3, Suclg1, Dnajc15, Ywhag, Phyh, Uqcrc1, Acadm	Suppressed	Hallmark
HALLMARK_ANGIOGENESIS	6.94940343101267e-07	4.34337714438292e-06	0.659444398037935	-0.775639001181167	-2.27060389166575	19	Stc1, S100a4, Spp1, Lrpap1, Vtn, Lpl, Itgav, Kcnj8, App, Nrp1, Slco2a1, Vegfa, Pdgfa	Suppressed	Hallmark
HALLMARK_APICAL_JUNCTION	0.000423687041120799	0.00162956554277231	0.49849310876659	-0.360151673425511	-1.62696659638876	135	Myl12b, Itgb1, Mmp2, Msn, Atp1a3, Madcam1, Nlgn3, Pten, Cd276, Calb2, Rsu1, Nrxn2, Jup, Negr1, Tro, Bmp1, Ywhah, Flnc, Mpzl1, Adam23, Actb, Adam15, Adam9, Gnai2, Nexn, Pfn1, Hadh, Col16a1, Stx4a, Nfasc, Parva, Evl, Actg1, Cap1, Thbs3, Cercam, Sirpa, Ctnnd1, Sorbs3, Crat, Ctnna1, Nlgn2, Fbn1, Ppp2r2c, Gamt, Nf2, Pik3r3, Hras, Myh10, Rras, Cadm2, Dhx16, Cldn18, Mapk13, Cx3cl1, Lima1	Suppressed	Hallmark
HALLMARK_APICAL_SURFACE	0.0181956009302988	0.0379075019381226	0.352487857583619	-0.471308224376312	-1.54556590668794	29	Sulf2, Gstm5, Adam10, Akap7, Atp8b1, Plaur, App, Gata3, Ghrl, Efna5, Ephb4, Dcbld2, Cx3cl1, Ntng1	Suppressed	Hallmark
HALLMARK_BILE_ACID_METABOLISM	0.0150576931262462	0.0358516503005861	0.380730400722792	-0.335989105176288	-1.39617343984113	85	Hao1, Abca9, Hsd17b11, Dio1, Ttr, Apoa1, Acsl1, Acsl5, Dio2, Slc22a18, Abca2, Retsat, Bmp6, Sult2b1, Isoc1, Sod1, Pfkm, Abca1, Cat, Idh1, Pipox, Abcd3, Scp2, Fads2, Nedd4, Dhcr24, Prdx5	Suppressed	Hallmark
HALLMARK_COAGULATION	0.000314900419869529	0.00142400356670112	0.49849310876659	-0.445340644087727	-1.81018395627923	73	Ang, Serpine1, F3, S100a1, Pros1, Cd9, C9, Ctsl, Lamp2, Proc, Mmp2, Lrp1, Apoa1, Ctsb, Ctso, S100a13, Serpina1e, Mmp15, Lgmn, Clu, Trf, Bmp1, Cpn1, Cfb, Adam9, Rac1, Cpq, Crip2, Serpina1b, Plat, Serping1, Furin	Suppressed	Hallmark
HALLMARK_COMPLEMENT	0.00322227639189686	0.0100696137246777	0.431707695803346	-0.337163982326893	-1.50771928205905	129	Ang, Serpine1, Timp2, F3, Calm3, C9, Scg3, Ctsl, Lamp2, Cdh13, Lrp1, Anxa5, Lgals3, Ctsb, Ctso, S100a13, Serpina1e, Calm1, Mmp15, Me1, Lgmn, Clu, Kcnip2, Prcp, Cfb, Atox1, Adam9, Plaur, Gnai2, Pfn1, Stx4a, Cpq, Gata3, Col4a2, Serpina1b, Ctsd, Cr1l	Suppressed	Hallmark
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.3223147012858e-07	1.10192891773817e-06	0.690132458796796	-0.47179563310815	-2.07419514667176	116	Oxtr, Cthrc1, Serpine1, Anpep, Lrrc15, Plod2, Scg2, Col4a1, Emp3, Spp1, Pcolce2, Basp1, Col11a1, Itgb1, Cald1, Fuca1, Mmp2, Itgb5, Mest, Lrp1, Fstl3, Igfbp4, Bgn, Plod1, Col7a1, Aplp1, Itgav, Serpine2, Tgm2, Cdh2, Prrx1, Tpm1, Mylk, Bmp1, Edil3, Sdc1, Tpm4, Fbln1, Slc6a8, Plaur, Inhba, Abi3bp, Col16a1, Col1a1, Sgcd, Pfn2, Col4a2, Col6a2, Flna, Vegfa, Gpc1, Tgfbr3, Sgcb, Cadm1, Plod3, Fbn1, Wipf1, Wnt5a	Suppressed	Hallmark
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.015950594644386	0.0362513514645136	0.352487857583619	-0.294294866796457	-1.35352160015114	149	Fam102a, Olfml3, Slc2a1, Ablim1, Elovl2, Dlc1, Car12, Arl3, Kazn, Slc16a1, Sfn, Ovol2, Gla, Igfbp4, Podxl, Calb2, Aldh3b1, Slc9a3r1, Tgm2, Foxc1, Bag1, Sult2b1, Nbl1, Dynlt3, Hes1, Frk, Slc7a2, Fkbp4, Scnn1a, Zfp185, Il6st, Slc1a1, Celsr2, Elf1, Bhlhe40, Slc39a6, Tmem164, Tbc1d30, Hspb8, Chpt1, Mast4, Rhobtb3, Abat, Bcl2, Ppif	Suppressed	Hallmark
HALLMARK_ESTROGEN_RESPONSE_LATE	0.000664241628217503	0.00221413876072501	0.477270815362862	-0.348631809596039	-1.58998407561183	139	Fam102a, Serpina3n, Dnajc12, Gper1, Cd9, Car12, Arl3, Tspan13, Slc16a1, Sfn, Ptpn6, Mest, Ovol2, Gla, Igfbp4, Fabp5, Serpina1e, Hspa4l, Top2a, Aldh3b1, Kif20a, Cox6c, Slc9a3r1, Ckb, Foxc1, Bag1, Sult2b1, Nbl1, Dynlt3, Tst, Frk, Fkbp4, Scnn1a, Cpe, Serpina1b, Il6st, Celsr2, Etfb, Ugdh, Th, Dcxr, Hspb8, Prlr, Chpt1	Suppressed	Hallmark
